Source Name,RA,Dec,Significance,Energy Flux,L_BL Lac,L_FSRQ
4FGL J0215.9+0521,33.9860,5.3519,4.4400,$(2.1\pm0.40)	imes10^{-12}$,0.6914,0.3086
4FGL J2253.3+3233,343.3365,32.5583,5.3900,$(1.9\pm0.43)	imes10^{-12}$,0.6877,0.3123
4FGL J0440.4+1440,70.1151,14.6823,9.9300,$(4.6\pm1.02)	imes10^{-12}$,0.6877,0.3123
4FGL J2209.8-5028,332.4735,-50.4702,4.1900,$(1.2\pm0.32)	imes10^{-12}$,0.6876,0.3124
4FGL J2300.9+7108,345.2468,71.1423,8.6200,$(1.5\pm0.27)	imes10^{-12}$,0.6862,0.3138
4FGL J0203.9+5411,30.9799,54.1873,4.9100,$(1.7\pm0.42)	imes10^{-12}$,0.6861,0.3139
4FGL J0033.9+3858,8.4830,38.9716,10.0500,$(2.2\pm0.43)	imes10^{-12}$,0.6853,0.3147
4FGL J0643.4-3314,100.8513,-33.2392,4.7400,$(1.8\pm0.40)	imes10^{-12}$,0.6846,0.3154
4FGL J0348.9-4859,57.2338,-48.9980,7.7000,$(1.8\pm0.28)	imes10^{-12}$,0.6841,0.3159
4FGL J2237.4+5124,339.3732,51.4150,5.6000,$(1.7\pm0.47)	imes10^{-12}$,0.6839,0.3161
4FGL J0705.7-4848,106.4472,-48.8071,19.1300,$(6.5\pm0.61)	imes10^{-12}$,0.6837,0.3163
4FGL J0325.9-1843,51.4839,-18.7250,6.1400,$(1.8\pm0.38)	imes10^{-12}$,0.6779,0.3221
4FGL J0654.3+0923,103.5780,9.3874,6.7200,$(2.5\pm0.51)	imes10^{-12}$,0.6776,0.3224
4FGL J0127.4-4813,21.8701,-48.2245,12.5800,$(2.8\pm0.30)	imes10^{-12}$,0.6770,0.3230
4FGL J0533.0-8446,83.2677,-84.7783,4.9400,$(1.6\pm0.39)	imes10^{-12}$,0.6755,0.3245
4FGL J0726.1+8114,111.5495,81.2398,4.1800,$(0.6\pm0.19)	imes10^{-12}$,0.6740,0.3260
4FGL J0002.4-5156,0.6131,-51.9355,4.5600,$(0.9\pm0.24)	imes10^{-12}$,0.6733,0.3267
4FGL J1014.8-0537,153.7160,-5.6222,5.5700,$(1.7\pm0.38)	imes10^{-12}$,0.6714,0.3286
4FGL J0224.0-1850,36.0092,-18.8479,8.9800,$(1.3\pm0.29)	imes10^{-12}$,0.6688,0.3312
4FGL J2229.2-6911,337.3037,-69.1871,9.9200,$(3.0\pm0.37)	imes10^{-12}$,0.6672,0.3328
4FGL J1212.2+2442,183.0526,24.7128,9.4200,$(2.4\pm0.33)	imes10^{-12}$,0.6672,0.3328
4FGL J0439.2+2151,69.8234,21.8558,6.2500,$(1.9\pm0.52)	imes10^{-12}$,0.6553,0.3447
4FGL J0557.2+7705,89.3129,77.0854,5.3000,$(1.2\pm0.28)	imes10^{-12}$,0.6549,0.3451
4FGL J2308.9+1111,347.2481,11.1992,8.4200,$(2.7\pm0.40)	imes10^{-12}$,0.6545,0.3455
4FGL J0411.7+3041,62.9461,30.6834,4.8800,$(1.6\pm0.44)	imes10^{-12}$,0.6542,0.3458
4FGL J2348.3-6049,357.0883,-60.8202,5.9200,$(1.3\pm0.29)	imes10^{-12}$,0.6541,0.3459
4FGL J0311.5-4402,47.8809,-44.0460,6.0000,$(1.3\pm0.27)	imes10^{-12}$,0.6518,0.3482
4FGL J2353.8-3911,358.4659,-39.1977,7.3400,$(1.8\pm0.31)	imes10^{-12}$,0.6517,0.3483
4FGL J1953.0+7651,298.2542,76.8514,4.6800,$(1.3\pm0.32)	imes10^{-12}$,0.6497,0.3503
4FGL J2326.2+0113,351.5748,1.2216,9.4300,$(2.7\pm0.37)	imes10^{-12}$,0.6477,0.3523
4FGL J1917.7-6930,289.4422,-69.5061,13.2500,$(4.5\pm0.42)	imes10^{-12}$,0.6466,0.3534
4FGL J2126.5+1842,321.6254,18.7106,7.4200,$(2.1\pm0.40)	imes10^{-12}$,0.6461,0.3539
4FGL J1102.0-6054,165.5107,-60.9097,19.8800,$(40.0\pm5.84)	imes10^{-12}$,0.6432,0.3568
4FGL J1027.6+1828,156.9191,18.4815,9.5100,$(3.0\pm0.39)	imes10^{-12}$,0.6413,0.3587
4FGL J0057.0+4101,14.2534,41.0179,6.3500,$(1.0\pm0.26)	imes10^{-12}$,0.6360,0.3640
4FGL J0143.3-0119,25.8474,-1.3274,4.2400,$(1.4\pm0.39)	imes10^{-12}$,0.6338,0.3662
4FGL J0516.7+2743,79.1759,27.7194,4.2800,$(2.7\pm0.87)	imes10^{-12}$,0.6334,0.3666
4FGL J1906.7+5419,286.6949,54.3168,10.9000,$(1.6\pm0.27)	imes10^{-12}$,0.6318,0.3682
4FGL J2105.2-5143,316.3189,-51.7293,6.8500,$(2.1\pm0.37)	imes10^{-12}$,0.6298,0.3702
4FGL J1512.9-5639,228.2495,-56.6553,24.2900,$(21.9\pm2.30)	imes10^{-12}$,0.6283,0.3717
4FGL J0733.0+4915,113.2659,49.2568,3.8400,$(1.1\pm0.40)	imes10^{-12}$,0.6251,0.3749
4FGL J1124.4+2308,171.1020,23.1370,7.7900,$(2.1\pm0.44)	imes10^{-12}$,0.6234,0.3766
4FGL J1803.5+2756,270.8796,27.9403,5.4600,$(1.7\pm0.40)	imes10^{-12}$,0.6229,0.3771
4FGL J1108.7-1844,167.1912,-18.7472,6.3900,$(2.1\pm0.47)	imes10^{-12}$,0.6210,0.3790
4FGL J1603.5-7112,240.8840,-71.2099,6.2900,$(2.6\pm0.50)	imes10^{-12}$,0.6173,0.3827
4FGL J1907.2+0126,286.8176,1.4449,7.7100,$(7.0\pm1.30)	imes10^{-12}$,0.6164,0.3836
4FGL J0550.9+2552c,87.7457,25.8710,5.0400,$(2.5\pm0.81)	imes10^{-12}$,0.6164,0.3836
4FGL J0811.9+7847,122.9948,78.7843,5.3600,$(1.6\pm0.48)	imes10^{-12}$,0.6153,0.3847
4FGL J0238.2+1531,39.5617,15.5175,7.2900,$(3.7\pm0.68)	imes10^{-12}$,0.6145,0.3855
4FGL J1406.4-1654,211.6216,-16.9073,5.1200,$(1.9\pm0.41)	imes10^{-12}$,0.6137,0.3863
4FGL J1931.3-1556,292.8361,-15.9398,6.6800,$(1.5\pm0.37)	imes10^{-12}$,0.6118,0.3882
4FGL J1455.4-3654,223.8548,-36.9132,8.9500,$(4.1\pm0.66)	imes10^{-12}$,0.6091,0.3909
4FGL J1517.3+6630,229.3307,66.5075,6.2500,$(1.7\pm0.30)	imes10^{-12}$,0.6071,0.3929
4FGL J0057.3+2216,14.3415,22.2730,7.0900,$(2.1\pm0.35)	imes10^{-12}$,0.6046,0.3954
4FGL J0935.4-6911,143.8540,-69.1845,5.0900,$(0.7\pm0.22)	imes10^{-12}$,0.6045,0.3955
4FGL J2024.8-6459,306.2010,-64.9913,8.8500,$(2.6\pm0.37)	imes10^{-12}$,0.6012,0.3988
4FGL J0815.9+2951,123.9770,29.8627,5.6500,$(1.7\pm0.37)	imes10^{-12}$,0.5992,0.4008
4FGL J1310.1-0450,197.5428,-4.8433,4.3400,$(1.9\pm0.66)	imes10^{-12}$,0.5990,0.4010
4FGL J0524.5-2614,81.1471,-26.2389,5.5900,$(1.7\pm0.42)	imes10^{-12}$,0.5980,0.4020
4FGL J1344.1-7700,206.0362,-77.0136,6.8200,$(3.4\pm0.59)	imes10^{-12}$,0.5945,0.4055
4FGL J0432.0+1732,68.0058,17.5425,7.5100,$(2.8\pm0.74)	imes10^{-12}$,0.5935,0.4065
4FGL J1931.5+5229,292.8940,52.4838,4.2700,$(1.5\pm0.37)	imes10^{-12}$,0.5927,0.4073
4FGL J1912.4-1222,288.1185,-12.3678,18.3600,$(10.0\pm1.30)	imes10^{-12}$,0.5919,0.4081
4FGL J1145.6+5552,176.4098,55.8798,4.3200,$(0.9\pm0.23)	imes10^{-12}$,0.5900,0.4100
4FGL J0017.0-0649,4.2635,-6.8317,17.3200,$(5.5\pm0.44)	imes10^{-12}$,0.5893,0.4107
4FGL J1748.1+2702,267.0480,27.0488,6.6600,$(1.7\pm0.39)	imes10^{-12}$,0.5887,0.4113
4FGL J0704.7+4508,106.1893,45.1358,5.4200,$(2.0\pm0.40)	imes10^{-12}$,0.5887,0.4113
4FGL J2343.7-5624,355.9349,-56.4048,5.9400,$(1.4\pm0.29)	imes10^{-12}$,0.5884,0.4116
4FGL J1143.7-1014,175.9465,-10.2402,4.5400,$(0.7\pm0.19)	imes10^{-12}$,0.5861,0.4139
4FGL J2211.9+0821,332.9864,8.3509,4.5200,$(1.6\pm0.46)	imes10^{-12}$,0.5850,0.4150
4FGL J0133.7-5527,23.4450,-55.4502,4.2600,$(1.2\pm0.31)	imes10^{-12}$,0.5833,0.4167
4FGL J0622.7-4141,95.6925,-41.6937,11.5700,$(1.9\pm0.30)	imes10^{-12}$,0.5818,0.4182
4FGL J0357.2+2320,59.3015,23.3470,7.2000,$(2.9\pm0.51)	imes10^{-12}$,0.5814,0.4186
4FGL J1647.0+6040,251.7612,60.6674,4.0000,$(0.8\pm0.25)	imes10^{-12}$,0.5808,0.4192
4FGL J0914.1-0202,138.5482,-2.0355,6.0700,$(1.9\pm0.44)	imes10^{-12}$,0.5806,0.4194
4FGL J0326.7-3404,51.6895,-34.0769,9.9700,$(1.5\pm0.30)	imes10^{-12}$,0.5793,0.4207
4FGL J2114.7+3130,318.6913,31.5038,11.3900,$(4.1\pm0.66)	imes10^{-12}$,0.5768,0.4232
4FGL J0506.0-0357c,76.5213,-3.9608,6.7600,$(1.2\pm0.27)	imes10^{-12}$,0.5758,0.4242
4FGL J1909.7-2140,287.4272,-21.6744,9.4000,$(5.1\pm0.69)	imes10^{-12}$,0.5752,0.4248
4FGL J1459.0+6129,224.7568,61.4919,6.3700,$(1.3\pm0.25)	imes10^{-12}$,0.5748,0.4252
4FGL J1016.5-2650,154.1403,-26.8434,4.2000,$(1.1\pm0.37)	imes10^{-12}$,0.5728,0.4272
4FGL J0526.3+2246,81.5908,22.7778,7.7400,$(3.2\pm0.67)	imes10^{-12}$,0.5707,0.4293
4FGL J1219.0+3653,184.7684,36.8883,7.0900,$(0.8\pm0.19)	imes10^{-12}$,0.5697,0.4303
4FGL J1758.2+6532,269.5598,65.5393,6.3000,$(1.8\pm0.30)	imes10^{-12}$,0.5676,0.4324
4FGL J0048.6-2427,12.1709,-24.4541,9.4600,$(2.2\pm0.33)	imes10^{-12}$,0.5625,0.4375
4FGL J0044.9+4553,11.2311,45.8926,4.8800,$(1.8\pm0.38)	imes10^{-12}$,0.5620,0.4380
4FGL J0115.1+2622,18.7784,26.3733,5.5700,$(1.6\pm0.37)	imes10^{-12}$,0.5599,0.4401
4FGL J2104.7+0108,316.1774,1.1414,4.7700,$(1.5\pm0.38)	imes10^{-12}$,0.5576,0.4424
4FGL J0902.4+6440,135.6139,64.6788,5.7100,$(1.5\pm0.33)	imes10^{-12}$,0.5545,0.4455
4FGL J0749.6+1324,117.4189,13.4075,12.7500,$(2.8\pm0.53)	imes10^{-12}$,0.5519,0.4481
4FGL J1038.2-2425,159.5588,-24.4239,7.1900,$(2.6\pm0.42)	imes10^{-12}$,0.5502,0.4498
4FGL J0822.4-2630,125.6172,-26.5020,3.8000,$(1.4\pm0.43)	imes10^{-12}$,0.5486,0.4514
4FGL J1716.3-3421,259.0805,-34.3520,8.6400,$(7.5\pm1.98)	imes10^{-12}$,0.5466,0.4534
4FGL J1753.3-3325,268.3497,-33.4169,12.8300,$(7.6\pm1.12)	imes10^{-12}$,0.5449,0.4551
4FGL J0730.1+6852,112.5255,68.8799,7.2800,$(0.8\pm0.20)	imes10^{-12}$,0.5448,0.4552
4FGL J0539.7-1030,84.9266,-10.5109,4.6900,$(2.8\pm0.81)	imes10^{-12}$,0.5399,0.4601
4FGL J0433.5-1039,68.3986,-10.6607,4.8700,$(1.5\pm0.34)	imes10^{-12}$,0.5385,0.4615
4FGL J0358.0-6946,59.5162,-69.7806,5.1700,$(0.7\pm0.18)	imes10^{-12}$,0.5353,0.4647
4FGL J2120.6-1254,320.1536,-12.9097,8.9100,$(3.0\pm0.44)	imes10^{-12}$,0.5334,0.4666
4FGL J1625.2-3600,246.3117,-36.0090,6.7900,$(5.0\pm1.08)	imes10^{-12}$,0.5320,0.4680
4FGL J0414.6-0842,63.6584,-8.7051,4.5900,$(1.3\pm0.35)	imes10^{-12}$,0.5297,0.4703
4FGL J0900.7-1243,135.1751,-12.7201,11.7400,$(3.8\pm0.43)	imes10^{-12}$,0.5284,0.4716
4FGL J0421.0-0752,65.2565,-7.8784,6.4000,$(2.9\pm0.55)	imes10^{-12}$,0.5275,0.4725
4FGL J2336.2-3136,354.0502,-31.6081,5.2800,$(1.1\pm0.31)	imes10^{-12}$,0.5268,0.4732
4FGL J1339.0-2400,204.7563,-24.0085,22.8600,$(7.9\pm0.63)	imes10^{-12}$,0.5206,0.4794
4FGL J0212.8-2721,33.2053,-27.3629,8.3300,$(2.1\pm0.30)	imes10^{-12}$,0.5187,0.4813
4FGL J1215.8-3732,183.9696,-37.5404,5.9700,$(2.2\pm0.43)	imes10^{-12}$,0.5186,0.4814
4FGL J1842.4+7613,280.6115,76.2171,5.5500,$(1.8\pm0.36)	imes10^{-12}$,0.5164,0.4836
4FGL J2339.3-2656,354.8377,-26.9482,3.3600,$(1.0\pm0.28)	imes10^{-12}$,0.5146,0.4854
4FGL J2023.6-0123,305.9250,-1.3983,13.6300,$(3.4\pm0.48)	imes10^{-12}$,0.5130,0.4870
4FGL J2358.1-2853,359.5498,-28.8936,14.2900,$(2.7\pm0.40)	imes10^{-12}$,0.5117,0.4883
4FGL J0221.8+3730,35.4690,37.5110,6.2400,$(2.1\pm0.42)	imes10^{-12}$,0.5086,0.4914
4FGL J0807.3-1954,121.8376,-19.9160,4.8500,$(1.8\pm0.43)	imes10^{-12}$,0.5085,0.4915
4FGL J0743.6-3805,115.9062,-38.0937,5.1700,$(3.3\pm0.73)	imes10^{-12}$,0.5070,0.4930
4FGL J0418.4+3414,64.6005,34.2389,5.5400,$(3.0\pm0.63)	imes10^{-12}$,0.5058,0.4942
4FGL J1513.2-7131,228.3149,-71.5208,14.5200,$(3.7\pm0.51)	imes10^{-12}$,0.5057,0.4943
4FGL J1659.7-3131,254.9455,-31.5209,20.3100,$(14.3\pm1.00)	imes10^{-12}$,0.5046,0.4954
4FGL J0526.1+6318,81.5474,63.3036,6.8000,$(1.3\pm0.31)	imes10^{-12}$,0.5004,0.4996
4FGL J1021.4+8021,155.3630,80.3520,18.9800,$(2.9\pm0.40)	imes10^{-12}$,0.4980,0.5020
4FGL J0011.4-4110,2.8502,-41.1742,4.6200,$(1.3\pm0.32)	imes10^{-12}$,0.4962,0.5038
4FGL J1529.7+6733,232.4317,67.5558,8.3400,$(1.7\pm0.26)	imes10^{-12}$,0.4944,0.5056
4FGL J1422.6+8150,215.6680,81.8435,5.8300,$(0.5\pm0.13)	imes10^{-12}$,0.4924,0.5076
4FGL J1901.7-5140,285.4273,-51.6711,6.5400,$(1.6\pm0.45)	imes10^{-12}$,0.4920,0.5080
4FGL J0855.4-0714,133.8657,-7.2438,10.0100,$(2.1\pm0.36)	imes10^{-12}$,0.4886,0.5114
4FGL J1640.3+6850,250.0820,68.8483,13.1100,$(2.7\pm0.31)	imes10^{-12}$,0.4877,0.5123
4FGL J1517.0+2639,229.2605,26.6508,9.0000,$(2.3\pm0.34)	imes10^{-12}$,0.4788,0.5212
4FGL J0536.0-2754,84.0207,-27.9068,6.8700,$(2.5\pm0.46)	imes10^{-12}$,0.4759,0.5241
4FGL J2007.3-7728,301.8466,-77.4780,12.0900,$(3.0\pm0.48)	imes10^{-12}$,0.4743,0.5257
4FGL J1851.5+3406,282.8762,34.1049,6.1100,$(2.1\pm0.42)	imes10^{-12}$,0.4738,0.5262
4FGL J1710.1-2030,257.5439,-20.5068,7.2800,$(3.0\pm0.68)	imes10^{-12}$,0.4686,0.5314
4FGL J0638.2+6020,99.5691,60.3461,7.1200,$(1.6\pm0.40)	imes10^{-12}$,0.4613,0.5387
4FGL J0904.9-5734,136.2315,-57.5833,122.8100,$(89.5\pm1.67)	imes10^{-12}$,0.4599,0.5401
4FGL J1503.7-5801,225.9257,-58.0299,24.8000,$(37.4\pm4.55)	imes10^{-12}$,0.4562,0.5438
4FGL J0110.9+4344,17.7264,43.7475,7.4300,$(2.2\pm0.38)	imes10^{-12}$,0.4547,0.5453
4FGL J0727.4+5325,111.8687,53.4307,6.8400,$(2.3\pm0.38)	imes10^{-12}$,0.4451,0.5549
4FGL J0216.6-1015,34.1653,-10.2662,20.7200,$(5.3\pm0.53)	imes10^{-12}$,0.4437,0.5563
4FGL J0749.3+4453,117.3482,44.8918,17.6100,$(4.1\pm0.50)	imes10^{-12}$,0.4426,0.5574
4FGL J0620.5-2512,95.1445,-25.2129,17.2400,$(7.8\pm0.70)	imes10^{-12}$,0.0023,0.9977
4FGL J0900.6-7408,135.1721,-74.1440,8.2500,$(3.6\pm0.54)	imes10^{-12}$,0.0028,0.9972
4FGL J2057.4-0723,314.3535,-7.3901,8.6400,$(3.9\pm0.53)	imes10^{-12}$,0.0033,0.9967
4FGL J1830.2-4443,277.5504,-44.7200,23.1100,$(10.0\pm0.72)	imes10^{-12}$,0.0034,0.9966
4FGL J0138.6+2923,24.6637,29.3855,7.2000,$(2.5\pm0.46)	imes10^{-12}$,0.0036,0.9964
4FGL J0732.7-4638,113.1774,-46.6488,11.1700,$(4.9\pm0.97)	imes10^{-12}$,0.0037,0.9963
4FGL J0616.7-1049,94.1761,-10.8230,6.0200,$(5.1\pm1.11)	imes10^{-12}$,0.0037,0.9963
4FGL J0953.1-3005,148.2779,-30.0979,10.0800,$(3.5\pm0.51)	imes10^{-12}$,0.0041,0.9959
4FGL J0841.0-2744,130.2630,-27.7468,6.0900,$(2.6\pm0.54)	imes10^{-12}$,0.0043,0.9957
4FGL J0348.8+4610,57.2185,46.1695,6.5100,$(3.6\pm0.94)	imes10^{-12}$,0.0046,0.9954
4FGL J2139.9+3910,324.9929,39.1711,3.7200,$(2.6\pm0.67)	imes10^{-12}$,0.0050,0.9950
4FGL J0008.0-3937,2.0048,-39.6320,5.4400,$(2.1\pm0.41)	imes10^{-12}$,0.0052,0.9948
4FGL J0118.7-0848,19.6884,-8.8080,7.5600,$(2.7\pm0.43)	imes10^{-12}$,0.0053,0.9947
4FGL J1437.3-3239,219.3259,-32.6569,5.1700,$(1.7\pm0.53)	imes10^{-12}$,0.0053,0.9947
4FGL J2141.7-6410,325.4305,-64.1792,65.8300,$(25.0\pm0.78)	imes10^{-12}$,0.0054,0.9946
4FGL J1821.6+6819,275.4034,68.3242,34.4700,$(12.1\pm0.86)	imes10^{-12}$,0.0055,0.9945
4FGL J0429.0-0006,67.2549,-0.1006,3.3900,$(2.3\pm0.63)	imes10^{-12}$,0.0055,0.9945
4FGL J0501.0-2423,75.2732,-24.3935,5.1100,$(3.5\pm0.72)	imes10^{-12}$,0.0059,0.9941
4FGL J2318.2+1915,349.5568,19.2560,13.1700,$(6.2\pm0.56)	imes10^{-12}$,0.0059,0.9941
4FGL J1421.6-4819,215.4125,-48.3317,6.6100,$(3.8\pm0.85)	imes10^{-12}$,0.0059,0.9941
4FGL J0327.5-1805,51.8907,-18.0885,7.2700,$(4.1\pm0.55)	imes10^{-12}$,0.0060,0.9940
4FGL J1145.7-1528,176.4459,-15.4828,4.1000,$(1.9\pm0.43)	imes10^{-12}$,0.0061,0.9939
4FGL J1352.7-2742,208.1904,-27.7052,8.1600,$(4.9\pm0.86)	imes10^{-12}$,0.0061,0.9939
4FGL J0154.5-6604,28.6461,-66.0793,29.1900,$(7.4\pm0.62)	imes10^{-12}$,0.0061,0.9939
4FGL J0303.4-5232,45.8706,-52.5349,11.4700,$(3.4\pm0.39)	imes10^{-12}$,0.0061,0.9939
4FGL J1706.1+1000,256.5391,10.0079,6.7400,$(3.2\pm0.73)	imes10^{-12}$,0.0062,0.9938
4FGL J0720.0-6237,110.0183,-62.6173,7.7200,$(4.2\pm0.57)	imes10^{-12}$,0.0063,0.9937
4FGL J1017.8+0715,154.4728,7.2638,5.1100,$(2.4\pm0.47)	imes10^{-12}$,0.0065,0.9935
4FGL J0521.8-3848,80.4718,-38.8066,13.0000,$(4.1\pm0.42)	imes10^{-12}$,0.0065,0.9935
4FGL J2313.5+3945,348.3997,39.7644,13.8400,$(5.7\pm0.61)	imes10^{-12}$,0.0065,0.9935
4FGL J0313.0+0229,48.2730,2.4911,11.0000,$(4.0\pm0.75)	imes10^{-12}$,0.0068,0.9932
4FGL J0904.5-3513,136.1404,-35.2308,13.1400,$(7.4\pm0.88)	imes10^{-12}$,0.0069,0.9931
4FGL J2155.3+6602,328.8341,66.0359,6.5100,$(5.0\pm1.12)	imes10^{-12}$,0.0072,0.9928
4FGL J1155.6-6547,178.9093,-65.7945,7.1700,$(7.3\pm1.60)	imes10^{-12}$,0.0072,0.9928
4FGL J1753.6-5014,268.4083,-50.2408,17.4500,$(7.9\pm0.80)	imes10^{-12}$,0.0074,0.9926
4FGL J1806.2+6143,271.5673,61.7260,6.5100,$(2.3\pm0.37)	imes10^{-12}$,0.0077,0.9923
4FGL J0225.1-2604,36.2829,-26.0774,28.6100,$(8.4\pm0.45)	imes10^{-12}$,0.0083,0.9917
4FGL J0055.1-1219,13.7805,-12.3204,21.2700,$(5.6\pm0.48)	imes10^{-12}$,0.0088,0.9912
4FGL J0330.6+4659,52.6530,46.9834,6.8000,$(3.8\pm0.93)	imes10^{-12}$,0.0089,0.9911
4FGL J1111.4-4624,167.8557,-46.4119,4.6300,$(1.8\pm0.53)	imes10^{-12}$,0.0089,0.9911
4FGL J0611.6-2712,92.9115,-27.2152,23.1200,$(6.5\pm0.54)	imes10^{-12}$,0.0090,0.9910
4FGL J2223.4+5814,335.8733,58.2385,5.7600,$(7.8\pm1.86)	imes10^{-12}$,0.0091,0.9909
4FGL J1916.7-1516,289.1759,-15.2779,9.0500,$(5.0\pm0.80)	imes10^{-12}$,0.0092,0.9908
4FGL J0816.7-2420,124.1916,-24.3427,15.6500,$(7.7\pm0.97)	imes10^{-12}$,0.0097,0.9903
4FGL J1435.9-8348,218.9778,-83.8017,16.8700,$(6.2\pm0.65)	imes10^{-12}$,0.0097,0.9903
4FGL J1734.0+0805,263.5118,8.0915,6.1600,$(3.0\pm0.75)	imes10^{-12}$,0.0098,0.9902
4FGL J0505.6+6405,76.4244,64.0877,14.0400,$(4.2\pm0.55)	imes10^{-12}$,0.0099,0.9901
4FGL J0614.8+6136,93.7213,61.6079,6.6300,$(2.2\pm0.44)	imes10^{-12}$,0.0100,0.9900
4FGL J2236.4-2309,339.1246,-23.1552,16.9600,$(5.9\pm0.47)	imes10^{-12}$,0.0102,0.9898
4FGL J0943.7+6137,145.9263,61.6192,11.3200,$(4.8\pm0.40)	imes10^{-12}$,0.0104,0.9896
4FGL J1941.7+7218,295.4368,72.3101,6.3600,$(3.9\pm0.65)	imes10^{-12}$,0.0104,0.9896
4FGL J2140.5-6731,325.1378,-67.5192,6.3500,$(1.7\pm0.48)	imes10^{-12}$,0.0105,0.9895
4FGL J1049.8+1429,162.4675,14.4835,22.7700,$(7.4\pm0.66)	imes10^{-12}$,0.0108,0.9892
4FGL J2203.6+6751,330.9093,67.8529,4.4600,$(2.9\pm0.70)	imes10^{-12}$,0.0108,0.9892
4FGL J1649.6+0411,252.4065,4.1926,6.6800,$(3.5\pm0.64)	imes10^{-12}$,0.0110,0.9890
4FGL J1648.0+2221,252.0226,22.3523,7.9900,$(3.3\pm0.46)	imes10^{-12}$,0.0113,0.9887
4FGL J0827.6-3735,126.9137,-37.5918,7.4100,$(7.2\pm1.60)	imes10^{-12}$,0.0114,0.9886
4FGL J1746.8-5235,266.7199,-52.5868,13.7300,$(6.7\pm0.93)	imes10^{-12}$,0.0115,0.9885
4FGL J0143.1-3622,25.7856,-36.3674,18.5000,$(4.8\pm0.40)	imes10^{-12}$,0.0124,0.9876
4FGL J0923.5+3852,140.8850,38.8743,17.5400,$(6.4\pm0.56)	imes10^{-12}$,0.0126,0.9874
4FGL J0940.0-2828,145.0116,-28.4803,12.9500,$(4.2\pm0.52)	imes10^{-12}$,0.0129,0.9871
4FGL J0436.8-5223,69.2198,-52.3934,12.1700,$(3.4\pm0.33)	imes10^{-12}$,0.0129,0.9871
4FGL J1139.0+4033,174.7637,40.5617,10.1700,$(4.4\pm0.54)	imes10^{-12}$,0.0130,0.9870
4FGL J0242.3+5216,40.5974,52.2798,12.3900,$(8.1\pm0.87)	imes10^{-12}$,0.0132,0.9868
4FGL J0401.9-2034,60.4867,-20.5804,32.3100,$(8.9\pm0.55)	imes10^{-12}$,0.0133,0.9867
4FGL J1837.3+1052,279.3296,10.8785,5.7600,$(4.1\pm0.90)	imes10^{-12}$,0.0133,0.9867
4FGL J2113.9+1120,318.4977,11.3378,11.6200,$(4.9\pm0.59)	imes10^{-12}$,0.0135,0.9865
4FGL J2252.0+8149,343.0064,81.8194,4.3200,$(2.2\pm0.48)	imes10^{-12}$,0.0136,0.9864
4FGL J1147.2-2627,176.8114,-26.4649,12.5600,$(4.4\pm0.49)	imes10^{-12}$,0.0140,0.9860
4FGL J1047.9+0055,161.9846,0.9230,13.5400,$(6.1\pm0.53)	imes10^{-12}$,0.0140,0.9860
4FGL J0218.9+3643,34.7473,36.7176,17.4800,$(6.8\pm0.91)	imes10^{-12}$,0.0143,0.9857
4FGL J1738.0+0236,264.5065,2.6116,5.8700,$(2.6\pm0.49)	imes10^{-12}$,0.0144,0.9856
4FGL J0449.6+3027,72.4186,30.4664,5.4600,$(4.3\pm1.02)	imes10^{-12}$,0.0145,0.9855
4FGL J0920.3-0443,140.1000,-4.7311,6.1800,$(2.6\pm0.50)	imes10^{-12}$,0.0146,0.9854
4FGL J0450.3-4419,72.5788,-44.3195,8.8200,$(7.7\pm0.90)	imes10^{-12}$,0.0146,0.9854
4FGL J1047.2-5517,161.8002,-55.2931,10.9700,$(9.8\pm1.22)	imes10^{-12}$,0.0149,0.9851
4FGL J0250.2-8224,42.5732,-82.4037,13.0100,$(4.3\pm0.53)	imes10^{-12}$,0.0151,0.9849
4FGL J1615.6+2130,243.9130,21.5064,12.5400,$(5.2\pm0.48)	imes10^{-12}$,0.0152,0.9848
4FGL J2149.7+1917,327.4441,19.2859,11.1200,$(4.3\pm0.66)	imes10^{-12}$,0.0154,0.9846
4FGL J0922.6-2116,140.6748,-21.2789,5.6200,$(3.0\pm0.50)	imes10^{-12}$,0.0154,0.9846
4FGL J2130.4-4241,322.6012,-42.6904,6.6600,$(2.5\pm0.41)	imes10^{-12}$,0.0154,0.9846
4FGL J2136.5+4259,324.1411,42.9938,11.7200,$(7.1\pm0.94)	imes10^{-12}$,0.0156,0.9844
4FGL J1554.0-0243,238.5185,-2.7314,6.7300,$(3.5\pm0.73)	imes10^{-12}$,0.0160,0.9840
4FGL J0949.7+5819,147.4368,58.3283,10.9500,$(3.5\pm0.39)	imes10^{-12}$,0.0160,0.9840
4FGL J0823.7-4838,125.9466,-48.6410,8.0300,$(10.2\pm1.48)	imes10^{-12}$,0.0163,0.9837
4FGL J0517.7-1758,79.4273,-17.9769,8.2600,$(2.3\pm0.56)	imes10^{-12}$,0.0165,0.9835
4FGL J2149.1+6104,327.2897,61.0705,8.6200,$(6.9\pm1.23)	imes10^{-12}$,0.0165,0.9835
4FGL J2052.2-5533,313.0674,-55.5624,41.5100,$(14.9\pm0.70)	imes10^{-12}$,0.0165,0.9835
4FGL J0358.6+0634,59.6656,6.5759,6.6800,$(3.1\pm0.64)	imes10^{-12}$,0.0166,0.9834
