Source Name,RA,Dec,Significance,Energy Flux,L_BL Lac,L_FSRQ
4FGL J1550.7+7006,237.6754,70.1115,5.3400,$(1.7\pm0.31)	imes10^{-12}$,0.2578,0.7422
4FGL J1558.1+6239,239.5386,62.6538,4.5900,$(1.4\pm0.33)	imes10^{-12}$,0.2073,0.7927
4FGL J1606.6+1324,241.6681,13.4042,4.0300,$(1.9\pm0.47)	imes10^{-12}$,0.3005,0.6995
4FGL J1608.0+4949,242.0136,49.8290,6.7300,$(1.0\pm0.25)	imes10^{-12}$,0.2140,0.7860
4FGL J1611.3-0930,242.8388,-9.5078,5.3100,$(2.0\pm0.47)	imes10^{-12}$,0.3901,0.6099
4FGL J1627.4-3301,246.8500,-33.0296,7.6000,$(5.2\pm1.10)	imes10^{-12}$,0.2572,0.7428
4FGL J1633.5+2806,248.3896,28.1060,4.1600,$(1.5\pm0.37)	imes10^{-12}$,0.3262,0.6738
4FGL J1634.9+1222,248.7419,12.3676,5.0800,$(1.7\pm0.47)	imes10^{-12}$,0.4249,0.5751
4FGL J1636.9-4103,249.2432,-41.0655,8.8200,$(6.8\pm1.44)	imes10^{-12}$,0.2764,0.7236
4FGL J1644.8-2154c,251.2231,-21.9105,6.4500,$(5.6\pm1.09)	imes10^{-12}$,0.4029,0.5971
4FGL J1657.7-6120,254.4268,-61.3430,5.7500,$(2.8\pm0.66)	imes10^{-12}$,0.2084,0.7916
4FGL J1710.3-3943,257.5945,-39.7223,14.0800,$(37.4\pm5.80)	imes10^{-12}$,0.1901,0.8099
4FGL J1716.6-6707,259.1546,-67.1177,3.7100,$(1.2\pm0.39)	imes10^{-12}$,0.2527,0.7473
4FGL J1723.6-7714,260.9219,-77.2376,58.1600,$(25.6\pm0.92)	imes10^{-12}$,0.2207,0.7793
4FGL J1733.6-6054,263.4246,-60.9065,10.7400,$(4.4\pm0.55)	imes10^{-12}$,0.2846,0.7154
4FGL J1735.8-5932,263.9671,-59.5445,7.9000,$(2.6\pm0.49)	imes10^{-12}$,0.3966,0.6034
4FGL J1738.2+4000,264.5600,40.0099,4.9300,$(2.0\pm0.50)	imes10^{-12}$,0.2657,0.7343
4FGL J1747.6-5308,266.9005,-53.1385,5.3300,$(3.4\pm0.83)	imes10^{-12}$,0.1921,0.8079
4FGL J1752.1+4531,268.0298,45.5316,3.4400,$(1.1\pm0.33)	imes10^{-12}$,0.1847,0.8153
4FGL J1752.6-1010,268.1596,-10.1763,5.7600,$(4.0\pm1.10)	imes10^{-12}$,0.3624,0.6376
4FGL J1758.7-1621,269.6850,-16.3556,10.6900,$(8.0\pm1.41)	imes10^{-12}$,0.1968,0.8032
4FGL J1759.1-4822,269.7832,-48.3777,15.8200,$(6.3\pm0.74)	imes10^{-12}$,0.2706,0.7294
4FGL J1759.1-3849,269.7931,-38.8217,16.0200,$(6.3\pm0.81)	imes10^{-12}$,0.3767,0.6233
4FGL J1812.9+4249,273.2450,42.8261,6.7000,$(2.4\pm0.41)	imes10^{-12}$,0.2351,0.7649
4FGL J1822.0+1600,275.5151,16.0018,7.4400,$(3.5\pm0.71)	imes10^{-12}$,0.3168,0.6832
4FGL J1829.9+3934,277.4814,39.5827,9.9800,$(3.2\pm0.40)	imes10^{-12}$,0.1816,0.8184
4FGL J1838.9-3457,279.7354,-34.9535,12.9200,$(4.4\pm0.59)	imes10^{-12}$,0.2458,0.7542
4FGL J1858.3-2511,284.5752,-25.1991,23.9600,$(11.9\pm0.97)	imes10^{-12}$,0.4065,0.5935
4FGL J1901.0+6208,285.2614,62.1436,4.3800,$(1.3\pm0.33)	imes10^{-12}$,0.2616,0.7384
4FGL J1912.1-0803,288.0284,-8.0589,23.2700,$(15.2\pm1.28)	imes10^{-12}$,0.3439,0.6561
4FGL J1919.2+0618,289.8136,6.3107,6.8600,$(8.4\pm2.09)	imes10^{-12}$,0.1870,0.8130
4FGL J1925.7+1227,291.4312,12.4639,11.5800,$(13.4\pm2.42)	imes10^{-12}$,0.3562,0.6438
4FGL J1949.0+1314,297.2503,13.2451,14.4300,$(7.6\pm1.13)	imes10^{-12}$,0.2259,0.7741
4FGL J1949.2+7250,297.3178,72.8435,7.6400,$(2.5\pm0.81)	imes10^{-12}$,0.2865,0.7135
4FGL J1949.9-6134,297.4908,-61.5678,4.3100,$(1.6\pm0.41)	imes10^{-12}$,0.3467,0.6533
4FGL J1950.8+1211,297.7222,12.1995,12.1200,$(5.8\pm1.14)	imes10^{-12}$,0.2516,0.7484
4FGL J1951.2-0951,297.8161,-9.8568,4.5300,$(2.7\pm0.59)	imes10^{-12}$,0.3605,0.6395
4FGL J1959.0+3844,299.7663,38.7368,11.8800,$(6.7\pm1.21)	imes10^{-12}$,0.2335,0.7665
4FGL J2009.9+3544,302.4892,35.7460,7.1400,$(7.5\pm1.62)	imes10^{-12}$,0.4008,0.5992
4FGL J2031.2-4121,307.8112,-41.3574,7.3300,$(1.8\pm0.42)	imes10^{-12}$,0.3839,0.6161
4FGL J2042.7-5415,310.6779,-54.2566,10.1900,$(1.6\pm0.27)	imes10^{-12}$,0.4129,0.5871
4FGL J2049.9-2453,312.4825,-24.8854,5.8200,$(2.1\pm0.46)	imes10^{-12}$,0.2553,0.7447
4FGL J2054.0+7024,313.5095,70.4001,5.2800,$(1.7\pm0.45)	imes10^{-12}$,0.2528,0.7472
4FGL J2059.1-4103,314.7811,-41.0644,9.2800,$(2.1\pm0.39)	imes10^{-12}$,0.3438,0.6562
4FGL J2100.0+2103,315.0012,21.0615,6.8500,$(2.5\pm0.58)	imes10^{-12}$,0.2542,0.7458
4FGL J2107.9+6006,316.9796,60.1044,4.1100,$(2.8\pm0.95)	imes10^{-12}$,0.2287,0.7713
4FGL J2112.9-4818,318.2342,-48.3068,4.1400,$(1.5\pm0.49)	imes10^{-12}$,0.3881,0.6119
4FGL J2117.8-1521,319.4581,-15.3581,5.9200,$(2.4\pm0.44)	imes10^{-12}$,0.3756,0.6244
4FGL J2130.0+2610,322.5079,26.1826,6.4500,$(2.5\pm0.61)	imes10^{-12}$,0.2687,0.7313
4FGL J2130.8-6623,322.7033,-66.3874,26.8000,$(4.2\pm0.31)	imes10^{-12}$,0.4109,0.5891
4FGL J2132.0-5418,323.0230,-54.3125,12.7000,$(4.3\pm0.41)	imes10^{-12}$,0.2951,0.7049
4FGL J2142.5-2552,325.6448,-25.8777,20.2500,$(5.5\pm0.56)	imes10^{-12}$,0.2968,0.7032
4FGL J2210.5+3623,332.6260,36.3900,4.4400,$(1.5\pm0.50)	imes10^{-12}$,0.2150,0.7850
4FGL J2222.8+1209,335.7098,12.1568,8.0900,$(3.2\pm0.51)	imes10^{-12}$,0.2983,0.7017
4FGL J2243.5-3931,340.8790,-39.5178,11.2200,$(3.1\pm0.36)	imes10^{-12}$,0.2209,0.7791
4FGL J2250.0-1250,342.5049,-12.8485,57.3000,$(93.4\pm3.99)	imes10^{-12}$,0.4120,0.5880
4FGL J2254.2+4305,343.5561,43.0971,7.7300,$(4.0\pm0.58)	imes10^{-12}$,0.2630,0.7370
4FGL J2308.6-4555,347.1577,-45.9254,4.5300,$(1.3\pm0.33)	imes10^{-12}$,0.3110,0.6890
4FGL J2322.4-2906,350.6197,-29.1077,4.2700,$(1.4\pm0.32)	imes10^{-12}$,0.3290,0.6710
4FGL J2325.7+1821,351.4360,18.3654,13.9700,$(4.9\pm0.46)	imes10^{-12}$,0.1930,0.8070
4FGL J2330.2+7759,352.5682,77.9947,12.5900,$(3.3\pm0.52)	imes10^{-12}$,0.4153,0.5847
4FGL J2330.4+1230,352.6212,12.5132,4.5200,$(1.5\pm0.37)	imes10^{-12}$,0.2108,0.7892
4FGL J2336.9-5859,354.2485,-58.9880,4.9900,$(1.4\pm0.29)	imes10^{-12}$,0.3940,0.6060
4FGL J2352.9+3031,358.2252,30.5200,5.1000,$(1.4\pm0.39)	imes10^{-12}$,0.2517,0.7483
4FGL J2355.7-3351,358.9306,-33.8607,11.5100,$(3.6\pm0.39)	imes10^{-12}$,0.2319,0.7681
4FGL J2358.0-4601,359.5223,-46.0176,12.3000,$(3.2\pm0.33)	imes10^{-12}$,0.3408,0.6592
4FGL J2359.7-5041,359.9365,-50.6853,4.7600,$(0.8\pm0.28)	imes10^{-12}$,0.3491,0.6509
